岗位类型,专业类,关联度
销售顾问,建筑类,0.4
销售顾问,海洋与渔业类,0.4
销售顾问,生物类,0.4
销售顾问,动物生产类,0.4
销售顾问,植物生产类,0.4
销售顾问,林业类,0.4
销售顾问,农林业工程类,0.4
销售顾问,水电类,0.4
销售顾问,交通运输类,0.4
销售顾问,艺术类,0.4
销售顾问,公安类,0.4
销售顾问,地质及测绘类,0.4
销售顾问,药学类,0.4
销售顾问,理化类,0.4
销售顾问,轻工纺织品食品类,0.4
销售顾问,大气科学类,0.4
销售顾问,心理学类,0.4
销售顾问,材料类,0.6
销售顾问,机械与仪表类,0.4
销售顾问,体育学类,0.4
销售顾问,非汉语言文学类,0.4
营销主管,文秘类,0.4
营销主管,哲学、马克思主义理论类,0.4
营销主管,教育学类,0.4
营销主管,新闻传播学类,0.4
营销主管,历史学类,0.4
营销主管,档案学类,0.4
营销主管,法律类,0.4
法务主管,计算机与信息科学类,0.4
营销主管,政治学类,0.4
营销主管,经济管理类,0.7
营销主管,工商管理类,0.6
营销主管,社会学类,0.4
营销主管,财会、税务、审计与统计类,0.7
营销主管,环境与安全类,0.4
营销主管,建筑类,0.4
营销主管,海洋与渔业类,0.4
营销主管,生物类,0.4
营销主管,动物生产类,0.4
营销主管,植物生产类,0.4
营销主管,林业类,0.4
营销主管,农林业工程类,0.4
营销主管,水电类,0.4
营销主管,交通运输类,0.4
营销主管,艺术类,0.4
营销主管,公安类,0.4
营销主管,地质及测绘类,0.4
营销主管,药学类,0.4
营销主管,理化类,0.4
营销主管,轻工纺织品食品类,0.4
营销主管,大气科学类,0.4
营销主管,心理学类,0.4
营销主管,材料类,0.8
营销主管,机械与仪表类,0.4
营销主管,体育学类,0.4
营销主管,非汉语言文学类,0.4
商务总监,文秘类,0.6
商务总监,哲学、马克思主义理论类,0.4
商务总监,教育学类,0.4
商务总监,新闻传播学类,0.4
商务总监,历史学类,0.4
商务总监,档案学类,0.4
商务总监,法律类,0.4
前台,计算机与信息科学类,0.4
商务总监,政治学类,0.4
商务总监,经济管理类,0.6
商务总监,工商管理类,0.7
商务总监,社会学类,0.4
商务总监,财会、税务、审计与统计类,0.7
商务总监,环境与安全类,0.4
商务总监,建筑类,0.4
商务总监,海洋与渔业类,0.4
商务总监,生物类,0.4
商务总监,动物生产类,0.4
商务总监,植物生产类,0.4
商务总监,林业类,0.4
商务总监,农林业工程类,0.4
商务总监,水电类,0.4
商务总监,交通运输类,0.4
商务总监,艺术类,0.4
商务总监,公安类,0.4
商务总监,地质及测绘类,0.4
商务总监,药学类,0.4
商务总监,理化类,0.4
商务总监,轻工纺织品食品类,0.4
商务总监,大气科学类,0.4
商务总监,心理学类,0.4
商务总监,材料类,0.4
商务总监,机械与仪表类,0.4
商务总监,体育学类,0.4
商务总监,非汉语言文学类,0.4
城市经理,文秘类,0.4
城市经理,哲学、马克思主义理论类,0.4
城市经理,教育学类,0.4
城市经理,新闻传播学类,0.4
城市经理,历史学类,0.4
城市经理,档案学类,0.4
城市经理,法律类,0.4
行政经理,计算机与信息科学类,0.4
城市经理,政治学类,0.4
城市经理,经济管理类,0.7
城市经理,工商管理类,0.6
城市经理,社会学类,0.8
城市经理,财会、税务、审计与统计类,0.4
城市经理,环境与安全类,0.4
城市经理,建筑类,0.4
城市经理,海洋与渔业类,0.4
城市经理,生物类,0.4
城市经理,动物生产类,0.4
城市经理,植物生产类,0.4
城市经理,林业类,0.4
城市经理,农林业工程类,0.4
城市经理,水电类,0.4
城市经理,交通运输类,0.4
城市经理,艺术类,0.4
城市经理,公安类,0.4
城市经理,地质及测绘类,0.4
城市经理,药学类,0.4
城市经理,理化类,0.4
城市经理,轻工纺织品食品类,0.4
城市经理,大气科学类,0.4
城市经理,心理学类,0.6
城市经理,材料类,0.4
城市经理,机械与仪表类,0.4
城市经理,体育学类,0.4
城市经理,非汉语言文学类,0.4
招聘,文秘类,0.4
招聘,哲学、马克思主义理论类,0.4
招聘,教育学类,0.4
招聘,新闻传播学类,0
招聘,历史学类,0.4
招聘,档案学类,0.4
招聘,法律类,0.4
行政总监,计算机与信息科学类,0.4
招聘,政治学类,0.4
招聘,经济管理类,0.4
招聘,工商管理类,0.6
招聘,社会学类,0.4
招聘,财会、税务、审计与统计类,0.4
招聘,环境与安全类,0.4
招聘,建筑类,0.4
招聘,海洋与渔业类,0.4
招聘,生物类,0.4
招聘,动物生产类,0.4
招聘,植物生产类,0.4
招聘,林业类,0.4
招聘,农林业工程类,0.4
招聘,水电类,0.4
招聘,交通运输类,0.4
招聘,艺术类,0.4
招聘,公安类,0.4
招聘,地质及测绘类,0.4
招聘,药学类,0.4
招聘,理化类,0.4
招聘,轻工纺织品食品类,0.4
招聘,大气科学类,0.4
招聘,心理学类,0.6
招聘,材料类,0.4
招聘,机械与仪表类,0.4
招聘,体育学类,0.4
招聘,非汉语言文学类,0.4
人力资源专员,文秘类,0.6
人力资源专员,哲学、马克思主义理论类,0.4
人力资源专员,教育学类,0.4
人力资源专员,新闻传播学类,0.4
人力资源专员,历史学类,0.4
人力资源专员,档案学类,0.4
人力资源专员,法律类,0.4
人力资源主管,计算机与信息科学类,0.4
人力资源专员,政治学类,0.4
人力资源专员,经济管理类,0.4
人力资源专员,工商管理类,0.4
人力资源专员,社会学类,0.4
人力资源专员,财会、税务、审计与统计类,0.4
人力资源专员,环境与安全类,0.6
人力资源专员,建筑类,0.4
人力资源专员,海洋与渔业类,0.4
人力资源专员,生物类,0.4
人力资源专员,动物生产类,0.4
人力资源专员,植物生产类,0.4
人力资源专员,林业类,0.4
人力资源专员,农林业工程类,0.4
人力资源专员,水电类,0.4
人力资源专员,交通运输类,0.4
人力资源专员,艺术类,0.4
人力资源专员,公安类,0.6
人力资源专员,地质及测绘类,0.4
人力资源专员,药学类,0.4
人力资源专员,理化类,0.4
人力资源专员,轻工纺织品食品类,0.4
人力资源专员,大气科学类,0.4
人力资源专员,心理学类,0.6
人力资源专员,材料类,0.4
人力资源专员,机械与仪表类,0.4
人力资源专员,体育学类,0.4
人力资源专员,非汉语言文学类,0.4
人力资源经理,文秘类,0.6
人力资源经理,哲学、马克思主义理论类,0.4
人力资源经理,教育学类,0.4
人力资源经理,新闻传播学类,0.4
人力资源经理,历史学类,0.4
人力资源经理,档案学类,0.4
人力资源经理,法律类,0.4
hrbp,计算机与信息科学类,0.4
人力资源经理,政治学类,0.6
人力资源经理,经济管理类,0.4
人力资源经理,工商管理类,0.6
人力资源经理,社会学类,0.7
人力资源经理,财会、税务、审计与统计类,0.6
人力资源经理,环境与安全类,0.4
人力资源经理,建筑类,0.4
人力资源经理,海洋与渔业类,0.4
人力资源经理,生物类,0.4
人力资源经理,动物生产类,0.4
人力资源经理,植物生产类,0.4
人力资源经理,林业类,0.4
人力资源经理,农林业工程类,0.4
人力资源经理,水电类,0.4
人力资源经理,交通运输类,0.4
人力资源经理,艺术类,0.4
人力资源经理,公安类,0.6
人力资源经理,地质及测绘类,0.4
人力资源经理,药学类,0.4
人力资源经理,理化类,0.4
人力资源经理,轻工纺织品食品类,0.4
人力资源经理,大气科学类,0.4
人力资源经理,心理学类,0.4
人力资源经理,材料类,0.4
人力资源经理,机械与仪表类,0.4
人力资源经理,体育学类,0.4
人力资源经理,非汉语言文学类,0.4
员工关系,文秘类,0.4
员工关系,哲学、马克思主义理论类,0.4
员工关系,教育学类,0.4
员工关系,新闻传播学类,0.4
员工关系,历史学类,0.4
员工关系,档案学类,0.4
员工关系,法律类,0.4
培训,计算机与信息科学类,0.4
员工关系,政治学类,0.4
员工关系,经济管理类,0.4
员工关系,工商管理类,0.6
员工关系,社会学类,0.4
员工关系,财会、税务、审计与统计类,0.4
员工关系,环境与安全类,0.4
员工关系,建筑类,0.4
员工关系,海洋与渔业类,0.4
员工关系,生物类,0.4
员工关系,动物生产类,0.4
员工关系,植物生产类,0.4
员工关系,林业类,0.4
员工关系,农林业工程类,0.4
员工关系,水电类,0.4
员工关系,交通运输类,0.4
员工关系,艺术类,0.4
员工关系,公安类,0.4
员工关系,地质及测绘类,0.4
员工关系,药学类,0.4
员工关系,理化类,0.4
员工关系,轻工纺织品食品类,0.4
员工关系,大气科学类,0.4
员工关系,心理学类,0.7
员工关系,材料类,0.4
员工关系,机械与仪表类,0.4
员工关系,体育学类,0.4
员工关系,非汉语言文学类,0.4
出纳,文秘类,0.6
出纳,哲学、马克思主义理论类,0.4
出纳,教育学类,0.4
出纳,新闻传播学类,0.4
出纳,历史学类,0.4
出纳,档案学类,0.4
出纳,法律类,0.4
薪资福利,计算机与信息科学类,0.4
出纳,政治学类,0.4
出纳,经济管理类,0.7
出纳,工商管理类,0.4
出纳,社会学类,0.6
出纳,财会、税务、审计与统计类,0.4
出纳,环境与安全类,0.4
出纳,建筑类,0.4
出纳,海洋与渔业类,0.4
出纳,生物类,0.4
出纳,动物生产类,0.4
出纳,植物生产类,0.4
出纳,林业类,0.4
出纳,农林业工程类,0.4
出纳,水电类,0.4
出纳,交通运输类,0.4
出纳,艺术类,0.4
出纳,公安类,0.4
出纳,地质及测绘类,0.4
出纳,药学类,0.4
出纳,理化类,0.4
出纳,轻工纺织品食品类,0.4
出纳,大气科学类,0.4
出纳,心理学类,0.4
出纳,材料类,0.4
出纳,机械与仪表类,0.4
出纳,体育学类,0.4
出纳,非汉语言文学类,0.4
税务,文秘类,0.6
税务,哲学、马克思主义理论类,0.4
税务,教育学类,0.4
税务,新闻传播学类,0.4
税务,历史学类,0.4
税务,档案学类,0.4
税务,法律类,0.4
人力资源总监,计算机与信息科学类,0.4
税务,政治学类,0.4
税务,经济管理类,0.8
税务,工商管理类,0.6
税务,社会学类,0.4
税务,财会、税务、审计与统计类,0.8
税务,环境与安全类,0.4
税务,建筑类,0.4
税务,海洋与渔业类,0.4
税务,生物类,0.4
税务,动物生产类,0.4
税务,植物生产类,0.4
税务,林业类,0.4
税务,农林业工程类,0.4
税务,水电类,0.4
税务,交通运输类,0.4
税务,艺术类,0.4
税务,公安类,0.4
税务,地质及测绘类,0.4
税务,药学类,0.4
税务,理化类,0.4
税务,轻工纺织品食品类,0.4
税务,大气科学类,0.4
税务,心理学类,0.4
税务,材料类,0.4
税务,机械与仪表类,0.4
税务,体育学类,0.4
税务,非汉语言文学类,0.4
财务分析,文秘类,0.4
财务分析,哲学、马克思主义理论类,0.4
财务分析,教育学类,0.4
财务分析,新闻传播学类,0.4
财务分析,历史学类,0.4
财务分析,档案学类,0.4
财务分析,法律类,0.4
会计,计算机与信息科学类,0.4
财务分析,政治学类,0.4
财务分析,经济管理类,0.6
财务分析,工商管理类,0.7
财务分析,社会学类,0.4
财务分析,财会、税务、审计与统计类,0
财务分析,环境与安全类,0.6
财务分析,建筑类,0.4
财务分析,海洋与渔业类,0.4
财务分析,生物类,0.4
财务分析,动物生产类,0.4
财务分析,植物生产类,0.4
财务分析,林业类,0.4
财务分析,农林业工程类,0.4
财务分析,水电类,0.4
财务分析,交通运输类,0.4
财务分析,艺术类,0.4
财务分析,公安类,0.4
财务分析,地质及测绘类,0.4
财务分析,药学类,0.4
财务分析,理化类,0.4
财务分析,轻工纺织品食品类,0.4
财务分析,大气科学类,0.4
财务分析,心理学类,0.4
财务分析,材料类,0.4
财务分析,机械与仪表类,0.4
财务分析,体育学类,0.4
财务分析,非汉语言文学类,0.4
法务专员,文秘类,0.6
法务专员,哲学、马克思主义理论类,0.4
法务专员,教育学类,0.4
法务专员,新闻传播学类,0.4
法务专员,历史学类,0.4
法务专员,档案学类,0.4
法务专员,法律类,0.8
财务顾问,计算机与信息科学类,0.4
法务专员,政治学类,0.4
法务专员,经济管理类,0.4
法务专员,工商管理类,0.4
法务专员,社会学类,0.6
法务专员,财会、税务、审计与统计类,0.4
法务专员,环境与安全类,0.4
法务专员,建筑类,0.4
法务专员,海洋与渔业类,0.4
法务专员,生物类,0.4
法务专员,动物生产类,0.4
法务专员,植物生产类,0.4
法务专员,林业类,0.4
法务专员,农林业工程类,0.4
法务专员,水电类,0.4
法务专员,交通运输类,0.4
法务专员,艺术类,0.4
法务专员,公安类,0.4
法务专员,地质及测绘类,0.4
法务专员,药学类,0.4
法务专员,理化类,0.4
法务专员,轻工纺织品食品类,0.4
法务专员,大气科学类,0.4
法务专员,心理学类,0.4
法务专员,材料类,0.4
法务专员,机械与仪表类,0.4
法务专员,体育学类,0.4
法务专员,非汉语言文学类,0.4
法律顾问,文秘类,0.6
法律顾问,哲学、马克思主义理论类,0.4
法律顾问,教育学类,0.4
法律顾问,新闻传播学类,0.4
法律顾问,历史学类,0.4
法律顾问,档案学类,0.4
法律顾问,法律类,0.8
结算,计算机与信息科学类,0.4
法律顾问,政治学类,0.4
法律顾问,经济管理类,0.4
法律顾问,工商管理类,0.4
法律顾问,社会学类,0.4
法律顾问,财会、税务、审计与统计类,0.4
法律顾问,环境与安全类,0.4
法律顾问,建筑类,0.4
法律顾问,海洋与渔业类,0.4
法律顾问,生物类,0.4
法律顾问,动物生产类,0.4
法律顾问,植物生产类,0.4
法律顾问,林业类,0.4
法律顾问,农林业工程类,0.4
法律顾问,水电类,0.4
法律顾问,交通运输类,0.4
法律顾问,艺术类,0.4
法律顾问,公安类,0.4
法律顾问,地质及测绘类,0.4
法律顾问,药学类,0.4
法律顾问,理化类,0.4
法律顾问,轻工纺织品食品类,0.4
法律顾问,大气科学类,0.4
法律顾问,心理学类,0.4
法律顾问,材料类,0.4
法律顾问,机械与仪表类,0.4
法律顾问,体育学类,0.4
法律顾问,非汉语言文学类,0.4
法务主管,文秘类,0.4
法务主管,哲学、马克思主义理论类,0.4
法务主管,教育学类,0.4
法务主管,新闻传播学类,0.4
法务主管,历史学类,0.4
法务主管,档案学类,0.4
法务主管,法律类,0.8
财务主管,计算机与信息科学类,0.4
法务主管,政治学类,0.4
法务主管,经济管理类,0.4
法务主管,工商管理类,0.4
法务主管,社会学类,0.4
法务主管,财会、税务、审计与统计类,0.4
法务主管,环境与安全类,0.4
法务主管,建筑类,0.4
法务主管,海洋与渔业类,0.4
法务主管,生物类,0.4
法务主管,动物生产类,0.4
法务主管,植物生产类,0.4
法务主管,林业类,0.4
法务主管,农林业工程类,0.4
法务主管,水电类,0.4
法务主管,交通运输类,0.4
法务主管,艺术类,0.4
法务主管,公安类,0.4
法务主管,地质及测绘类,0.4
法务主管,药学类,0.4
法务主管,理化类,0.4
法务主管,轻工纺织品食品类,0.4
法务主管,大气科学类,0.4
法务主管,心理学类,0.4
法务主管,材料类,0.4
法务主管,机械与仪表类,0.4
法务主管,体育学类,0.4
法务主管,非汉语言文学类,0.4
前台,文秘类,0.8
前台,哲学、马克思主义理论类,0.4
前台,教育学类,0.4
前台,新闻传播学类,0.4
前台,历史学类,0.4
前台,档案学类,0.4
前台,法律类,0.4
物流运营,计算机与信息科学类,0.4
前台,政治学类,0.4
前台,经济管理类,0.4
前台,工商管理类,0.4
前台,社会学类,0.4
前台,财会、税务、审计与统计类,0.4
前台,环境与安全类,0.6
前台,建筑类,0.4
前台,海洋与渔业类,0.4
前台,生物类,0.4
前台,动物生产类,0.4
前台,植物生产类,0.4
前台,林业类,0.4
前台,农林业工程类,0.4
前台,水电类,0.4
前台,交通运输类,0.4
前台,艺术类,0.4
前台,公安类,0.4
前台,地质及测绘类,0.4
前台,药学类,0.4
前台,理化类,0.4
前台,轻工纺织品食品类,0.4
前台,大气科学类,0.4
前台,心理学类,0.4
前台,材料类,0.4
前台,机械与仪表类,0.4
前台,体育学类,0.4
前台,非汉语言文学类,0.4
经理助理,文秘类,0.9
经理助理,哲学、马克思主义理论类,0.4
经理助理,教育学类,0.4
经理助理,新闻传播学类,0.4
经理助理,历史学类,0.4
经理助理,档案学类,0.4
经理助理,法律类,0.4
绩效考核,计算机与信息科学类,0.4
经理助理,政治学类,0.4
经理助理,经济管理类,0.6
经理助理,工商管理类,0.6
经理助理,社会学类,0.4
经理助理,财会、税务、审计与统计类,0.4
经理助理,环境与安全类,0.4
经理助理,建筑类,0.4
经理助理,海洋与渔业类,0.4
经理助理,生物类,0.4
经理助理,动物生产类,0.4
经理助理,植物生产类,0.4
经理助理,林业类,0.4
经理助理,农林业工程类,0.4
经理助理,水电类,0.4
经理助理,交通运输类,0.4
经理助理,艺术类,0.4
经理助理,公安类,0.4
经理助理,地质及测绘类,0.4
经理助理,药学类,0.4
经理助理,理化类,0.4
经理助理,轻工纺织品食品类,0.4
经理助理,大气科学类,0.4
经理助理,心理学类,0.4
经理助理,材料类,0.4
经理助理,机械与仪表类,0.4
经理助理,体育学类,0.4
经理助理,非汉语言文学类,0.4
行政经理,文秘类,0.6
行政经理,哲学、马克思主义理论类,0.4
行政经理,教育学类,0.4
行政经理,新闻传播学类,0.4
行政经理,历史学类,0.4
行政经理,档案学类,0.4
行政经理,法律类,0.6
组织发展,计算机与信息科学类,0.4
行政经理,政治学类,0.4
行政经理,经济管理类,0.6
行政经理,工商管理类,0.6
行政经理,社会学类,0.7
行政经理,财会、税务、审计与统计类,0.7
行政经理,环境与安全类,0.4
行政经理,建筑类,0.4
行政经理,海洋与渔业类,0.4
行政经理,生物类,0.4
行政经理,动物生产类,0.4
行政经理,植物生产类,0.4
行政经理,林业类,0.4
行政经理,农林业工程类,0.4
行政经理,水电类,0.4
行政经理,交通运输类,0.4
行政经理,艺术类,0.4
行政经理,公安类,0.4
行政经理,地质及测绘类,0.4
行政经理,药学类,0.4
行政经理,理化类,0.4
行政经理,轻工纺织品食品类,0.4
行政经理,大气科学类,0.4
行政经理,心理学类,0.6
行政经理,材料类,0.4
行政经理,机械与仪表类,0.4
行政经理,体育学类,0.4
行政经理,非汉语言文学类,0.4
行政总监,文秘类,0.6
行政总监,哲学、马克思主义理论类,0.4
行政总监,教育学类,0.4
行政总监,新闻传播学类,0.4
行政总监,历史学类,0.4
行政总监,档案学类,0.4
行政总监,法律类,0.4
理货员,计算机与信息科学类,0.4
行政总监,政治学类,0.4
行政总监,经济管理类,0.4
行政总监,工商管理类,0.8
行政总监,社会学类,0.6
行政总监,财会、税务、审计与统计类,0.7
行政总监,环境与安全类,0.4
行政总监,建筑类,0.4
行政总监,海洋与渔业类,0.4
行政总监,生物类,0.4
行政总监,动物生产类,0.4
行政总监,植物生产类,0.4
行政总监,林业类,0.4
行政总监,农林业工程类,0.4
行政总监,水电类,0.4
行政总监,交通运输类,0.4
行政总监,艺术类,0.4
行政总监,公安类,0.4
行政总监,地质及测绘类,0.4
行政总监,药学类,0.4
行政总监,理化类,0.4
行政总监,轻工纺织品食品类,0.4
行政总监,大气科学类,0.4
行政总监,心理学类,0.6
行政总监,材料类,0.4
行政总监,机械与仪表类,0.4
行政总监,体育学类,0.4
行政总监,非汉语言文学类,0.4
人力资源主管,文秘类,0.6
人力资源主管,哲学、马克思主义理论类,0.4
人力资源主管,教育学类,0.4
人力资源主管,新闻传播学类,0.4
人力资源主管,历史学类,0.4
人力资源主管,档案学类,0.4
人力资源主管,法律类,0.4
育婴师,计算机与信息科学类,0.4
人力资源主管,政治学类,0.4
人力资源主管,经济管理类,0.8
人力资源主管,工商管理类,0.8
人力资源主管,社会学类,0.4
人力资源主管,财会、税务、审计与统计类,0.8
人力资源主管,环境与安全类,0.4
人力资源主管,建筑类,0.4
人力资源主管,海洋与渔业类,0.4
人力资源主管,生物类,0.4
人力资源主管,动物生产类,0.4
人力资源主管,植物生产类,0.4
人力资源主管,林业类,0.4
人力资源主管,农林业工程类,0.4
人力资源主管,水电类,0.4
人力资源主管,交通运输类,0.4
人力资源主管,艺术类,0.4
人力资源主管,公安类,0.4
人力资源主管,地质及测绘类,0.4
人力资源主管,药学类,0.4
人力资源主管,理化类,0.4
人力资源主管,轻工纺织品食品类,0.4
人力资源主管,大气科学类,0.4
人力资源主管,心理学类,0.6
人力资源主管,材料类,0.4
人力资源主管,机械与仪表类,0.4
人力资源主管,体育学类,0.4
人力资源主管,非汉语言文学类,0.4
hrbp,文秘类,0.6
hrbp,哲学、马克思主义理论类,0.4
hrbp,教育学类,0.4
hrbp,新闻传播学类,0.4
hrbp,历史学类,0.4
hrbp,档案学类,0.4
hrbp,法律类,0.4
财务经理,计算机与信息科学类,0.4
hrbp,政治学类,0.4
hrbp,经济管理类,0.8
hrbp,工商管理类,0.8
hrbp,社会学类,0.6
hrbp,财会、税务、审计与统计类,0.6
hrbp,环境与安全类,0.4
hrbp,建筑类,0.4
hrbp,海洋与渔业类,0.4
hrbp,生物类,0.4
hrbp,动物生产类,0.4
hrbp,植物生产类,0.4
hrbp,林业类,0.4
hrbp,农林业工程类,0.4
hrbp,水电类,0.4
hrbp,交通运输类,0.4
hrbp,艺术类,0.4
hrbp,公安类,0.4
hrbp,地质及测绘类,0.4
hrbp,药学类,0.4
hrbp,理化类,0.4
hrbp,轻工纺织品食品类,0.4
hrbp,大气科学类,0.4
hrbp,心理学类,0.4
hrbp,材料类,0.4
hrbp,机械与仪表类,0.4
hrbp,体育学类,0.4
hrbp,非汉语言文学类,0.4
培训,文秘类,0.6
培训,哲学、马克思主义理论类,0.4
培训,教育学类,0.4
培训,新闻传播学类,0.4
培训,历史学类,0.4
培训,档案学类,0.4
培训,法律类,0.4
美甲师,计算机与信息科学类,0.4
培训,政治学类,0.4
培训,经济管理类,0.6
培训,工商管理类,0.6
培训,社会学类,0.8
培训,财会、税务、审计与统计类,0.6
培训,环境与安全类,0.4
培训,建筑类,0.4
培训,海洋与渔业类,0.4
培训,生物类,0.4
培训,动物生产类,0.4
培训,植物生产类,0.4
培训,林业类,0.4
培训,农林业工程类,0.4
培训,水电类,0.4
培训,交通运输类,0.4
培训,艺术类,0.4
培训,公安类,0.4
培训,地质及测绘类,0.4
培训,药学类,0.4
培训,理化类,0.4
培训,轻工纺织品食品类,0.4
培训,大气科学类,0.4
培训,心理学类,0.6
培训,材料类,0.4
培训,机械与仪表类,0.4
培训,体育学类,0.4
培训,非汉语言文学类,0.6
薪资福利,文秘类,0.7
薪资福利,哲学、马克思主义理论类,0.4
薪资福利,教育学类,0.4
薪资福利,新闻传播学类,0.4
薪资福利,历史学类,0.4
薪资福利,档案学类,0.6
薪资福利,法律类,0.4
月嫂,计算机与信息科学类,0.4
薪资福利,政治学类,0.4
薪资福利,经济管理类,0.8
薪资福利,工商管理类,0.8
薪资福利,社会学类,0.6
薪资福利,财会、税务、审计与统计类,0.8
薪资福利,环境与安全类,0.4
薪资福利,建筑类,0.4
薪资福利,海洋与渔业类,0.4
薪资福利,生物类,0.4
薪资福利,动物生产类,0.4
薪资福利,植物生产类,0.4
薪资福利,林业类,0.4
薪资福利,农林业工程类,0.4
薪资福利,水电类,0.4
薪资福利,交通运输类,0.4
薪资福利,艺术类,0.4
薪资福利,公安类,0.6
薪资福利,地质及测绘类,0.4
薪资福利,药学类,0.4
薪资福利,理化类,0.4
薪资福利,轻工纺织品食品类,0.4
薪资福利,大气科学类,0.4
薪资福利,心理学类,0.6
薪资福利,材料类,0.4
薪资福利,机械与仪表类,0.4
薪资福利,体育学类,0.4
薪资福利,非汉语言文学类,0.4
人力资源总监,文秘类,0.8
人力资源总监,哲学、马克思主义理论类,0.4
人力资源总监,教育学类,0.4
人力资源总监,新闻传播学类,0.4
人力资源总监,历史学类,0.4
人力资源总监,档案学类,0.4
人力资源总监,法律类,0.4
保姆,计算机与信息科学类,0.4
人力资源总监,政治学类,0.4
人力资源总监,经济管理类,0.6
人力资源总监,工商管理类,0.4
人力资源总监,社会学类,0.4
人力资源总监,财会、税务、审计与统计类,0.4
人力资源总监,环境与安全类,0.4
人力资源总监,建筑类,0.4
人力资源总监,海洋与渔业类,0.4
人力资源总监,生物类,0.4
人力资源总监,动物生产类,0.4
人力资源总监,植物生产类,0.4
人力资源总监,林业类,0.4
人力资源总监,农林业工程类,0.4
人力资源总监,水电类,0.4
人力资源总监,交通运输类,0.4
人力资源总监,艺术类,0.4
人力资源总监,公安类,0.4
人力资源总监,地质及测绘类,0.4
人力资源总监,药学类,0.4
人力资源总监,理化类,0.4
人力资源总监,轻工纺织品食品类,0.4
人力资源总监,大气科学类,0.4
人力资源总监,心理学类,0.4
人力资源总监,材料类,0.4
人力资源总监,机械与仪表类,0.4
人力资源总监,体育学类,0.4
人力资源总监,非汉语言文学类,0.4
会计,文秘类,0.7
会计,哲学、马克思主义理论类,0.4
会计,教育学类,0.4
会计,新闻传播学类,0.4
会计,历史学类,0.4
会计,档案学类,0.4
会计,法律类,0.4
app推广,计算机与信息科学类,0.4
会计,政治学类,0.4
会计,经济管理类,0.7
会计,工商管理类,0.6
会计,社会学类,0.4
会计,财会、税务、审计与统计类,0.8
会计,环境与安全类,0.4
会计,建筑类,0.4
会计,海洋与渔业类,0.4
会计,生物类,0.4
会计,动物生产类,0.4
会计,植物生产类,0.4
会计,林业类,0.4
会计,农林业工程类,0.4
会计,水电类,0.4
会计,交通运输类,0.4
会计,艺术类,0.4
会计,公安类,0.4
会计,地质及测绘类,0.4
会计,药学类,0.4
会计,理化类,0.4
会计,轻工纺织品食品类,0.4
会计,大气科学类,0.4
会计,心理学类,0.4
会计,材料类,0.4
会计,机械与仪表类,0.4
会计,体育学类,0.4
会计,非汉语言文学类,0.4
财务顾问,文秘类,0.6
财务顾问,哲学、马克思主义理论类,0.4
财务顾问,教育学类,0.4
财务顾问,新闻传播学类,0.4
财务顾问,历史学类,0.4
财务顾问,档案学类,0.4
财务顾问,法律类,0.4
物仓调度,计算机与信息科学类,0.4
财务顾问,政治学类,0.4
财务顾问,经济管理类,0.8
财务顾问,工商管理类,0.7
财务顾问,社会学类,0.4
财务顾问,财会、税务、审计与统计类,0.7
财务顾问,环境与安全类,0.4
财务顾问,建筑类,0.4
财务顾问,海洋与渔业类,0.4
财务顾问,生物类,0.4
财务顾问,动物生产类,0.4
财务顾问,植物生产类,0.4
财务顾问,林业类,0.4
财务顾问,农林业工程类,0.4
财务顾问,水电类,0.4
财务顾问,交通运输类,0.4
财务顾问,艺术类,0.4
财务顾问,公安类,0.4
财务顾问,地质及测绘类,0.4
财务顾问,药学类,0.4
财务顾问,理化类,0.4
财务顾问,轻工纺织品食品类,0.4
财务顾问,大气科学类,0.4
财务顾问,心理学类,0.4
财务顾问,材料类,0.4
财务顾问,机械与仪表类,0.4
财务顾问,体育学类,0.4
财务顾问,非汉语言文学类,0.4
结算,文秘类,0.8
结算,哲学、马克思主义理论类,0.4
结算,教育学类,0.4
结算,新闻传播学类,0.4
结算,历史学类,0.4
结算,档案学类,0.4
结算,法律类,0.4
婚礼策划,计算机与信息科学类,0.4
结算,政治学类,0.4
结算,经济管理类,0.7
结算,工商管理类,0.8
结算,社会学类,0.4
结算,财会、税务、审计与统计类,0.7
结算,环境与安全类,0.4
结算,建筑类,0.4
结算,海洋与渔业类,0.4
结算,生物类,0.4
结算,动物生产类,0.4
结算,植物生产类,0.4
结算,林业类,0.4
结算,农林业工程类,0.4
结算,水电类,0.4
结算,交通运输类,0.4
结算,艺术类,0.4
结算,公安类,0.4
结算,地质及测绘类,0.4
结算,药学类,0.4
结算,理化类,0.4
结算,轻工纺织品食品类,0.4
结算,大气科学类,0.4
结算,心理学类,0.4
结算,材料类,0.4
结算,机械与仪表类,0.4
结算,体育学类,0.4
结算,非汉语言文学类,0.4
风控,文秘类,0.4
风控,哲学、马克思主义理论类,0.4
风控,教育学类,0.4
风控,新闻传播学类,0.4
风控,历史学类,0.4
风控,档案学类,0.4
风控,法律类,0.4
英语老师,计算机与信息科学类,0.4
风控,政治学类,0.4
风控,经济管理类,0.4
风控,工商管理类,0.4
风控,社会学类,0.4
风控,财会、税务、审计与统计类,0.4
风控,环境与安全类,0.4
风控,建筑类,0.4
风控,海洋与渔业类,0.4
风控,生物类,0.4
风控,动物生产类,0.4
风控,植物生产类,0.4
风控,林业类,0.4
风控,农林业工程类,0.4
